dpl,nperi,ci,pow,latency,nce,noise,category
251,5,8,651.6788983,76,9,0,1
251,5,8,651.6788983,72,9,0,1
251,5,8,651.6788983,69,8,0,1
251,5,8,651.6788983,76,9,0,1
251,5,8,651.6788983,72,9,0,1
251,5,8,651.6788983,69,8,0,1
251,5,8,651.6788983,76,9,0,1
251,5,9,653.791722,72,9,0,2
251,5,9,653.791722,75,8,0,2
251,5,9,653.791722,75,8,0,2
251,5,9,653.791722,75,8,0,2
251,5,9,653.791722,75,8,0,2
251,5,9,653.791722,75,8,0,2
251,5,9,653.791722,75,8,0,2
251,5,9,653.791722,124,14,1,2
251,5,9,653.791722,102,11,0,2
251,5,9,653.791722,78,8,0,2
251,5,9,653.791722,106,12,0,2
251,5,9,653.791722,104,11,0,2
251,5,9,653.791722,101,11,0,2
251,5,9,653.791722,99,11,0,2
251,5,9,653.791722,107,12,0,2
251,5,9,653.791722,105,11,0,2
251,5,9,653.791722,102,11,0,2
251,5,9,653.791722,100,11,0,2
251,5,9,653.791722,97,11,0,2
251,5,9,653.791722,106,12,0,2
251,5,8,557.8248057,103,11,1,1
251,5,8,557.8248057,72,9,0,1
251,5,8,557.8248057,72,9,0,1
251,5,8,557.8248057,72,9,0,1
251,5,8,557.8248057,72,9,0,1
251,5,8,557.8248057,72,9,0,1
251,5,8,557.8248057,72,9,0,1
251,5,8,557.8248057,74,9,0,1
251,5,8,557.8248057,74,9,0,1
251,5,8,557.8248057,54,6,0,1
251,5,8,557.8248057,104,13,1,1
251,5,8,557.8248057,79,10,0,1
251,5,8,557.8248057,69,8,0,1
251,5,8,557.8248057,74,9,0,1
251,5,8,557.8248057,74,9,0,1
251,5,8,631.2734505,70,8,0,1
251,5,8,631.2734505,77,9,0,1
251,5,8,631.2734505,75,9,0,1
251,5,8,631.2734505,70,8,0,1
251,5,8,631.2734505,77,9,0,1
251,5,8,631.2734505,75,9,0,1
251,5,8,631.2734505,70,8,0,1
251,5,8,631.2734505,90,11,0,1
251,5,8,631.2734505,75,9,0,1
251,5,8,631.2734505,70,8,0,1
251,5,8,631.2734505,77,9,0,1
251,5,8,631.2734505,75,9,0,1
251,5,8,631.2734505,70,8,0,1
251,5,8,631.2734505,77,9,0,1
251,5,8,631.2734505,75,9,0,1
251,5,8,631.2734505,70,8,0,1
251,5,8,631.2734505,77,9,0,1
251,5,8,631.2734505,75,9,0,1
251,5,8,631.2734505,70,8,0,1
251,5,8,631.2734505,90,11,0,1
251,5,8,631.2734505,75,9,0,1
251,5,8,631.2734505,70,8,0,1
251,5,8,631.2734505,77,9,0,1
251,5,8,631.2734505,75,9,0,1
251,5,8,631.2734505,70,8,0,1
251,5,8,631.2734505,77,9,0,1
251,5,8,631.2734505,75,9,0,1
251,5,8,631.2734505,70,8,0,1
251,5,8,631.2734505,77,9,0,1
251,5,8,631.2734505,75,9,0,1
251,5,8,631.2734505,70,8,0,1
251,5,8,631.2734505,77,9,0,1
251,5,8,631.2734505,75,9,0,1
251,5,8,631.2734505,70,8,0,1
251,5,8,631.2734505,77,9,0,1
251,5,8,631.2734505,112,14,0,1
251,5,8,631.2734505,70,8,0,1
251,5,8,631.2734505,77,9,0,1
251,5,8,631.2734505,75,9,0,1
251,5,8,631.2734505,70,8,0,1
251,5,8,631.2734505,77,9,0,1
251,5,8,631.2734505,75,9,0,1
251,5,8,631.2734505,70,8,0,1
251,5,8,631.2734505,77,9,0,1
251,5,8,631.2734505,75,9,0,1
251,5,8,631.2734505,70,8,0,1
251,5,8,631.2734505,77,9,0,1
251,5,8,631.2734505,75,9,0,1
251,5,8,631.2734505,70,8,0,1
251,5,8,631.2734505,77,9,0,1
251,5,8,631.2734505,75,9,0,1
251,5,8,631.2734505,70,8,0,1
251,5,8,631.2734505,77,9,0,1
251,5,8,631.2734505,75,9,0,1
251,5,8,631.2734505,70,8,0,1
251,5,8,631.2734505,77,9,0,1
251,5,8,631.2734505,75,9,0,1
251,5,8,631.2734505,70,8,0,1
251,5,8,631.2734505,77,9,0,1
251,5,8,631.2734505,75,9,0,1
251,5,8,631.2734505,70,8,0,1
251,5,8,631.2734505,77,9,0,1
251,5,8,631.2734505,75,9,0,1
251,5,8,631.2734505,70,8,0,1
251,5,8,631.2734505,77,9,0,1
251,5,8,631.2734505,75,9,0,1
251,5,8,631.2734505,70,8,0,1
251,5,8,631.2734505,77,9,0,1
251,5,8,631.2734505,75,9,0,1
251,5,8,631.2734505,70,8,0,1
251,5,8,631.2734505,77,9,0,1
251,5,8,631.2734505,75,9,0,1
251,5,8,631.2734505,70,8,0,1
251,5,8,631.2734505,77,9,0,1
251,5,8,631.2734505,75,9,0,1
251,5,8,631.2734505,70,8,0,1
251,5,8,631.2734505,77,9,0,1
251,5,8,631.2734505,75,9,0,1
251,5,8,631.2734505,70,8,0,1
251,5,8,631.2734505,77,9,0,1
251,5,8,631.2734505,75,9,0,1
251,5,8,631.2734505,70,8,0,1
251,5,8,631.2734505,77,9,0,1
251,5,8,631.2734505,75,9,0,1
251,5,8,631.2734505,70,8,0,1
251,5,8,631.2734505,90,11,0,1
251,5,8,631.2734505,103,13,1,1
251,5,8,631.2734505,70,8,0,1
251,5,8,631.2734505,77,9,0,1
251,5,8,631.2734505,75,9,0,1
251,5,8,631.2734505,70,8,0,1
251,5,8,631.2734505,77,9,0,1
251,5,8,631.2734505,75,9,0,1
251,5,8,631.2734505,70,8,0,1
251,5,8,631.2734505,77,9,0,1
251,5,8,631.2734505,75,9,0,1
251,5,8,631.2734505,70,8,0,1
251,5,8,631.2734505,77,9,0,1
251,5,8,631.2734505,75,9,0,1
251,5,8,631.2734505,70,8,0,1
251,5,8,631.2734505,77,9,0,1
251,5,8,631.2734505,75,9,0,1
251,5,8,631.2734505,70,8,0,1
251,5,8,631.2734505,77,9,0,1
251,5,8,631.2734505,75,9,0,1
251,5,8,631.2734505,70,8,0,1
251,5,8,631.2734505,77,9,0,1
251,5,8,631.2734505,75,9,0,1
251,5,8,631.2734505,70,8,0,1
251,5,8,631.2734505,77,9,0,1
251,5,8,631.2734505,75,9,0,1
251,5,8,631.2734505,70,8,0,1
251,5,8,631.2734505,77,9,0,1
251,5,8,631.2734505,75,9,0,1
251,5,8,631.2734505,70,8,0,1
251,5,8,631.2734505,77,9,0,1
251,5,8,631.2734505,75,9,0,1
251,5,8,631.2734505,70,8,0,1
251,5,8,631.2734505,77,9,0,1
251,5,46,640.4472958,75,9,0,1
251,5,46,640.4472958,74,2,0,1
251,5,46,640.4472958,74,2,0,1
251,5,46,640.4472958,74,2,0,1
251,5,46,640.4472958,74,2,0,1
251,5,46,640.4472958,74,2,0,1
251,5,46,640.4472958,74,2,0,1
251,5,46,640.4472958,88,2,0,1
251,5,46,640.4472958,77,2,0,1
251,5,46,640.4472958,90,2,0,1
251,5,46,640.4472958,85,2,0,1
251,5,46,640.4472958,92,2,0,1
251,5,46,640.4472958,82,2,0,1
251,5,46,640.4472958,85,2,0,1
251,5,46,640.4472958,90,2,0,1
251,5,46,640.4472958,87,2,0,1
251,5,46,640.4472958,90,2,0,1
251,5,46,640.4472958,90,2,0,1
251,5,46,640.4472958,85,2,0,1
251,5,46,640.4472958,92,2,0,1
251,5,46,640.4472958,82,2,0,1
251,5,46,640.4472958,85,2,0,1
251,5,46,640.4472958,90,2,0,1
251,5,46,640.4472958,88,2,0,1
251,5,46,640.4472958,87,2,0,1
251,5,46,640.4472958,90,2,0,1
251,5,46,640.4472958,90,2,0,1
251,5,46,640.4472958,85,2,0,1
251,5,46,640.4472958,92,2,0,1
251,5,46,640.4472958,82,2,0,1
251,5,46,640.4472958,85,2,0,1
251,5,46,640.4472958,90,2,0,1
251,5,46,640.4472958,88,2,0,1
251,5,46,640.4472958,87,2,0,1
251,5,46,640.4472958,90,2,0,1
251,5,46,640.4472958,85,2,0,1
251,5,46,640.4472958,92,2,0,1
251,5,46,640.4472958,82,2,0,1
251,5,46,640.4472958,85,2,0,1
251,5,46,640.4472958,90,2,0,1
251,5,46,640.4472958,88,2,0,1
251,5,46,640.4472958,90,2,0,1
251,5,46,640.4472958,90,2,0,1
251,5,46,640.4472958,85,2,0,1
251,5,46,640.4472958,92,2,0,1
251,5,46,640.4472958,82,2,0,1
251,5,46,640.4472958,85,2,0,1
251,5,46,640.4472958,90,2,0,1
251,5,46,640.4472958,88,2,0,1
251,5,46,640.4472958,87,2,0,1
251,5,46,640.4472958,90,2,0,1
251,5,46,640.4472958,90,2,0,1
251,5,46,640.4472958,85,2,0,1
251,5,46,640.4472958,92,2,0,1
251,5,46,640.4472958,82,2,0,1
251,5,46,640.4472958,85,2,0,1
251,5,46,640.4472958,90,2,0,1
251,5,46,640.4472958,88,2,0,1
251,5,46,640.4472958,87,2,0,1
251,5,46,640.4472958,90,2,0,1
251,5,46,640.4472958,90,2,0,1
251,5,46,640.4472958,85,2,0,1
251,5,46,640.4472958,92,2,0,1
251,5,46,640.4472958,82,2,0,1
251,5,46,640.4472958,85,2,0,1
251,5,46,640.4472958,90,2,0,1
251,5,46,640.4472958,88,2,0,1
251,5,46,640.4472958,87,2,0,1
251,5,46,640.4472958,90,2,0,1
251,5,46,640.4472958,90,2,0,1
251,5,46,640.4472958,85,2,0,1
251,5,46,640.4472958,92,2,0,1
251,5,46,640.4472958,82,2,0,1
251,5,46,640.4472958,85,2,0,1
251,5,46,640.4472958,90,2,0,1
251,5,46,640.4472958,87,2,0,1
251,5,46,640.4472958,90,2,0,1
251,5,46,640.4472958,90,2,0,1
251,5,46,640.4472958,85,2,0,1
251,5,46,640.4472958,92,2,0,1
251,5,46,640.4472958,82,2,0,1
251,5,46,640.4472958,85,2,0,1
251,5,46,640.4472958,90,2,0,1
251,5,46,640.4472958,88,2,0,1
251,5,46,640.4472958,87,2,0,1
251,5,46,640.4472958,90,2,0,1
251,5,46,640.4472958,90,2,0,1
251,5,46,640.4472958,85,2,0,1
251,5,46,640.4472958,92,2,0,1
251,5,46,640.4472958,82,2,0,1
251,5,46,640.4472958,85,2,0,1
251,5,46,640.4472958,90,2,0,1
251,5,46,640.4472958,88,2,0,1
251,5,46,640.4472958,87,2,0,1
251,5,46,640.4472958,90,2,0,1
251,5,46,640.4472958,90,2,0,1
251,5,46,640.4472958,85,2,0,1
251,5,46,640.4472958,92,2,0,1
251,5,46,640.4472958,82,2,0,1
251,5,46,640.4472958,85,2,0,1
251,5,46,640.4472958,90,2,0,1
251,5,46,640.4472958,88,2,0,1
251,5,46,640.4472958,87,2,0,1
251,5,46,640.4472958,90,2,0,1
251,5,46,640.4472958,90,2,0,1
251,5,46,640.4472958,85,2,0,1
251,5,46,640.4472958,82,2,0,1
251,5,46,640.4472958,85,2,0,1
251,5,46,640.4472958,90,2,0,1
251,5,46,640.4472958,88,2,0,1
251,5,46,640.4472958,87,2,0,1
251,5,46,640.4472958,90,2,0,1
251,5,46,640.4472958,90,2,0,1
251,5,46,640.4472958,85,2,0,1
251,5,46,146.8382678,92,2,0,1
251,5,46,146.8382678,82,2,0,1
251,5,46,146.8382678,85,2,0,1
251,5,46,146.8382678,90,2,0,1
251,5,46,146.8382678,88,2,0,1
251,5,46,146.8382678,87,2,0,1
251,5,46,146.8382678,90,2,0,1
251,5,46,146.8382678,90,2,0,1
251,5,46,146.8382678,85,2,0,1
251,5,46,146.8382678,92,2,0,1
251,5,46,146.8382678,82,2,0,1
251,5,46,146.8382678,90,2,0,1
251,5,46,146.8382678,88,2,0,1
251,5,46,146.8382678,87,2,0,1
251,5,46,146.8382678,90,2,0,1
251,5,46,146.8382678,90,2,0,1
251,5,46,146.8382678,85,2,0,1
251,5,46,146.8382678,92,2,0,1
251,5,46,146.8382678,82,2,0,1
251,5,46,146.8382678,85,2,0,1
251,5,46,146.8382678,90,2,0,1
251,5,46,146.8382678,88,2,0,1
251,5,46,146.8382678,87,2,0,1
251,5,46,146.8382678,90,2,0,1
251,5,46,146.8382678,90,2,0,1
251,5,46,146.8382678,85,2,0,1
251,5,46,146.8382678,92,2,0,1
251,5,46,146.8382678,82,2,0,1
251,5,46,146.8382678,85,2,0,1
251,5,46,146.8382678,90,2,0,1
251,5,46,146.8382678,88,2,0,1
251,5,46,146.8382678,87,2,0,1
251,5,46,146.8382678,90,2,0,1
251,5,46,146.8382678,90,2,0,1
251,5,46,146.8382678,85,2,0,1
251,5,46,146.8382678,92,2,0,1
251,5,46,146.8382678,82,2,0,1
251,5,46,146.8382678,85,2,0,1
251,5,46,146.8382678,90,2,0,1
251,5,46,146.8382678,88,2,0,1
251,5,46,146.8382678,87,2,0,1
251,5,46,146.8382678,90,2,0,1
251,5,46,146.8382678,90,2,0,1
251,5,46,146.8382678,85,2,0,1
251,5,46,146.8382678,92,2,0,1
251,5,46,146.8382678,95,2,0,1
251,5,46,146.8382678,85,2,0,1
251,5,46,146.8382678,90,2,0,1
251,5,46,146.8382678,88,2,0,1
251,5,46,146.8382678,87,2,0,1
251,5,46,146.8382678,90,2,0,1
251,5,46,146.8382678,90,2,0,1
251,5,46,146.8382678,85,2,0,1
251,5,46,146.8382678,92,2,0,1
251,5,46,146.8382678,82,2,0,1
251,5,46,146.8382678,85,2,0,1
251,5,46,146.8382678,90,2,0,1
251,5,46,146.8382678,88,2,0,1
251,5,46,146.8382678,87,2,0,1
251,5,46,146.8382678,90,2,0,1
251,5,46,146.8382678,90,2,0,1
251,5,46,146.8382678,85,2,0,1
251,5,46,146.8382678,92,2,0,1
251,5,46,146.8382678,82,2,0,1
251,5,46,146.8382678,85,2,0,1
251,5,46,146.8382678,90,2,0,1
251,5,46,146.8382678,88,2,0,1
251,5,46,146.8382678,87,2,0,1
251,5,46,146.8382678,90,2,0,1
251,5,46,146.8382678,90,2,0,1
251,5,46,146.8382678,85,2,0,1
251,5,46,146.8382678,92,2,0,1
251,5,46,146.8382678,82,2,0,1
251,5,46,146.8382678,85,2,0,1
251,5,46,146.8382678,90,2,0,1
251,5,46,146.8382678,88,2,0,1
251,5,46,146.8382678,87,2,0,1
251,5,46,146.8382678,90,2,0,1
251,5,46,146.8382678,90,2,0,1
251,5,46,146.8382678,85,2,0,1
251,5,46,146.8382678,92,2,0,1
251,5,46,146.8382678,82,2,0,1
251,5,46,146.8382678,85,2,0,1
251,5,46,146.8382678,90,2,0,1
251,5,46,146.8382678,88,2,0,1
251,5,46,146.8382678,87,2,0,1
251,5,46,146.8382678,90,2,0,1
251,5,46,146.8382678,90,2,0,1
251,5,46,146.8382678,92,2,0,1
251,5,46,146.8382678,82,2,0,1
251,5,46,146.8382678,85,2,0,1
251,5,46,146.8382678,90,2,0,1
251,5,46,146.8382678,87,2,0,1
251,5,46,146.8382678,90,2,0,1
251,5,46,146.8382678,90,2,0,1
251,5,46,146.8382678,92,2,0,1
251,5,46,146.8382678,82,2,0,1
251,5,46,146.8382678,85,2,0,1
251,5,46,146.8382678,90,2,0,1
251,5,46,146.8382678,88,2,0,1
251,5,46,146.8382678,90,2,0,1
251,5,46,146.8382678,85,2,0,1
251,5,46,146.8382678,92,2,0,1
251,5,46,146.8382678,82,2,0,1
251,5,46,146.8382678,85,2,0,1
251,5,46,146.8382678,88,2,0,1
251,5,46,146.8382678,87,2,0,1
251,5,46,146.8382678,90,2,0,1
251,5,46,146.8382678,90,2,0,1
251,5,46,146.8382678,92,2,0,1
251,5,46,146.8382678,82,2,0,1
251,5,46,146.8382678,85,2,0,1
251,5,46,138.5864364,90,2,0,1
251,5,46,138.5864364,87,2,0,1
251,5,46,138.5864364,90,2,0,1
251,5,46,138.5864364,90,2,0,1
251,5,46,138.5864364,82,2,0,1
251,5,46,138.5864364,85,2,0,1
251,5,46,138.5864364,90,2,0,1
251,5,46,138.5864364,88,2,0,1
251,5,46,138.5864364,90,2,0,1
251,5,46,138.5864364,90,2,0,1
251,5,46,138.5864364,85,2,0,1
251,5,46,138.5864364,92,2,0,1
251,5,46,138.5864364,85,2,0,1
251,5,46,138.5864364,90,2,0,1
251,5,46,138.5864364,88,2,0,1
251,5,46,138.5864364,87,2,0,1
251,5,46,138.5864364,90,2,0,1
251,5,46,138.5864364,85,2,0,1
251,5,46,138.5864364,92,2,0,1
251,5,46,138.5864364,82,2,0,1
251,5,46,138.5864364,90,2,0,1
251,5,46,138.5864364,88,2,0,1
251,5,46,138.5864364,87,2,0,1
251,5,46,138.5864364,90,2,0,1
251,5,46,138.5864364,85,2,0,1
251,5,46,138.5864364,92,2,0,1
251,5,46,138.5864364,82,2,0,1
251,5,46,138.5864364,85,2,0,1
251,5,46,138.5864364,88,2,0,1
251,5,46,138.5864364,87,2,0,1
251,5,46,138.5864364,90,2,0,1
251,5,46,138.5864364,92,2,0,1
251,5,46,138.5864364,82,2,0,1
251,5,46,138.5864364,85,2,0,1
251,5,46,138.5864364,90,2,0,1
251,5,46,138.5864364,87,2,0,1
251,5,46,138.5864364,90,2,0,1
251,5,46,138.5864364,90,2,0,1
251,5,46,138.5864364,85,2,0,1
251,5,46,138.5864364,82,2,0,1
251,5,46,138.5864364,85,2,0,1
251,5,46,138.5864364,90,2,0,1
251,5,46,138.5864364,88,2,0,1
251,5,46,138.5864364,90,2,0,1
251,5,46,138.5864364,90,2,0,1
251,5,46,138.5864364,85,2,0,1
251,5,46,138.5864364,92,2,0,1
251,5,46,138.5864364,85,2,0,1
251,5,46,138.5864364,90,2,0,1
251,5,46,138.5864364,88,2,0,1
251,5,46,138.5864364,87,2,0,1
251,5,46,138.5864364,90,2,0,1
251,5,46,138.5864364,92,2,0,1
251,5,46,138.5864364,82,2,0,1
251,5,46,138.5864364,95,2,0,1
251,5,46,138.5864364,90,2,0,1
251,5,46,138.5864364,88,2,0,1
251,5,46,138.5864364,87,2,0,1
251,5,46,138.5864364,90,2,0,1
251,5,46,138.5864364,90,2,0,1
251,5,46,138.5864364,85,2,0,1
251,5,46,138.5864364,92,2,0,1
251,5,46,138.5864364,82,2,0,1
251,5,46,138.5864364,85,2,0,1
251,5,46,138.5864364,90,2,0,1
251,5,46,138.5864364,88,2,0,1
251,5,46,138.5864364,87,2,0,1
251,5,46,138.5864364,90,2,0,1
251,5,46,138.5864364,90,2,0,1
251,5,46,138.5864364,92,2,0,1
251,5,46,138.5864364,82,2,0,1
251,5,46,138.5864364,85,2,0,1
251,5,46,138.5864364,90,2,0,1
251,5,46,138.5864364,88,2,0,1
251,5,46,138.5864364,87,2,0,1
251,5,46,138.5864364,90,2,0,1
251,5,46,138.5864364,90,2,0,1
251,5,46,138.5864364,85,2,0,1
251,5,46,138.5864364,92,2,0,1
251,5,46,138.5864364,82,2,0,1
251,5,46,138.5864364,85,2,0,1
251,5,46,138.5864364,90,2,0,1
251,5,46,138.5864364,87,2,0,1
251,5,46,138.5864364,90,2,0,1
251,5,46,138.5864364,90,2,0,1
251,5,46,138.5864364,85,2,0,1
251,5,46,138.5864364,92,2,0,1
251,5,46,138.5864364,82,2,0,1
251,5,46,138.5864364,85,2,0,1
251,5,46,138.5864364,90,2,0,1
251,5,46,138.5864364,88,2,0,1
251,5,46,138.5864364,87,2,0,1
251,5,46,138.5864364,90,2,0,1
251,5,46,138.5864364,90,2,0,1
251,5,46,138.5864364,85,2,0,1
251,5,46,138.5864364,92,2,0,1
251,5,46,138.5864364,82,2,0,1
251,5,46,138.5864364,85,2,0,1
251,5,46,138.5864364,90,2,0,1
251,5,46,138.5864364,87,2,0,1
251,5,46,156.7708925,90,2,0,1
251,5,46,156.7708925,90,2,0,1
251,5,46,156.7708925,85,2,0,1
251,5,46,156.7708925,92,2,0,1
251,5,46,156.7708925,82,2,0,1
251,5,46,156.7708925,85,2,0,1
251,5,46,156.7708925,90,2,0,1
251,5,46,156.7708925,88,2,0,1
251,5,46,156.7708925,87,2,0,1
251,5,46,156.7708925,90,2,0,1
251,5,46,156.7708925,90,2,0,1
251,5,46,156.7708925,85,2,0,1
251,5,46,156.7708925,92,2,0,1
251,5,46,156.7708925,82,2,0,1
251,5,46,156.7708925,90,2,0,1
251,5,46,156.7708925,87,2,0,1
251,5,46,156.7708925,90,2,0,1
251,5,46,156.7708925,90,2,0,1
251,5,46,156.7708925,85,2,0,1
251,5,46,156.7708925,92,2,0,1
251,5,46,156.7708925,82,2,0,1
251,5,46,156.7708925,85,2,0,1
251,5,46,156.7708925,90,2,0,1
251,5,46,156.7708925,88,2,0,1
251,5,46,156.7708925,87,2,0,1
251,5,46,156.7708925,90,2,0,1
251,5,46,156.7708925,90,2,0,1
251,5,46,156.7708925,85,2,0,1
251,5,46,156.7708925,92,2,0,1
251,5,46,156.7708925,82,2,0,1
251,5,46,156.7708925,85,2,0,1
251,5,46,156.7708925,90,2,0,1
251,5,46,156.7708925,88,2,0,1
251,5,46,156.7708925,87,2,0,1
251,5,46,156.7708925,90,2,0,1
251,5,46,156.7708925,90,2,0,1
251,5,46,156.7708925,85,2,0,1
251,5,46,156.7708925,92,2,0,1
251,5,46,156.7708925,82,2,0,1
251,5,46,156.7708925,85,2,0,1
251,5,46,156.7708925,90,2,0,1
251,5,46,156.7708925,88,2,0,1
251,5,46,156.7708925,87,2,0,1
251,5,46,156.7708925,90,2,0,1
251,5,46,156.7708925,90,2,0,1
251,5,46,156.7708925,85,2,0,1
251,5,46,156.7708925,92,2,0,1
251,5,46,156.7708925,82,2,0,1
251,5,46,156.7708925,85,2,0,1
251,5,46,156.7708925,90,2,0,1
251,5,46,156.7708925,88,2,0,1
251,5,46,156.7708925,87,2,0,1
251,5,46,156.7708925,90,2,0,1
251,5,46,156.7708925,90,2,0,1
251,5,46,156.7708925,85,2,0,1
251,5,46,156.7708925,92,2,0,1
251,5,46,156.7708925,82,2,0,1
251,5,46,156.7708925,85,2,0,1
251,5,46,156.7708925,90,2,0,1
251,5,46,156.7708925,88,2,0,1
251,5,46,156.7708925,87,2,0,1
251,5,46,156.7708925,90,2,0,1
251,5,46,156.7708925,90,2,0,1
251,5,46,156.7708925,85,2,0,1
251,5,46,156.7708925,92,2,0,1
251,5,46,156.7708925,82,2,0,1
251,5,46,156.7708925,85,2,0,1
251,5,46,156.7708925,90,2,0,1
251,5,46,156.7708925,88,2,0,1
251,5,46,156.7708925,87,2,0,1
251,5,46,156.7708925,90,2,0,1
251,5,46,156.7708925,85,2,0,1
251,5,46,156.7708925,92,2,0,1
251,5,46,156.7708925,82,2,0,1
251,5,46,156.7708925,85,2,0,1
251,5,46,156.7708925,90,2,0,1
251,5,46,156.7708925,88,2,0,1
251,5,46,156.7708925,87,2,0,1
251,5,46,156.7708925,90,2,0,1
251,5,46,156.7708925,90,2,0,1
251,5,46,156.7708925,85,2,0,1
251,5,46,156.7708925,92,2,0,1
251,5,46,156.7708925,82,2,0,1
251,5,46,156.7708925,85,2,0,1
251,5,46,156.7708925,90,2,0,1
251,5,46,156.7708925,88,2,0,1
251,5,46,156.7708925,87,2,0,1
251,5,46,156.7708925,90,2,0,1
251,5,46,156.7708925,90,2,0,1
251,5,46,156.7708925,85,2,0,1
251,5,46,156.7708925,92,2,0,1
251,5,46,156.7708925,82,2,0,1
251,5,46,156.7708925,85,2,0,1
251,5,46,156.7708925,90,2,0,1
251,5,46,156.7708925,88,2,0,1
251,5,46,156.7708925,87,2,0,1
251,5,46,156.7708925,90,2,0,1
251,5,46,156.7708925,90,2,0,1
251,5,46,156.7708925,85,2,0,1
251,5,46,156.7708925,92,2,0,1
251,5,46,156.7708925,82,2,0,1
251,5,46,156.7708925,85,2,0,1
251,5,46,156.7708925,90,2,0,1
251,5,46,156.7708925,88,2,0,1
251,5,46,156.7708925,87,2,0,1
251,5,46,156.7708925,90,2,0,1
251,5,46,156.7708925,90,2,0,1
251,5,46,156.7708925,85,2,0,1
251,5,46,156.7708925,92,2,0,1
251,5,46,156.7708925,95,2,0,1
251,5,46,156.7708925,85,2,0,1
251,5,46,156.7708925,90,2,0,1
251,5,46,156.7708925,88,2,0,1
251,5,46,156.7708925,87,2,0,1
251,5,46,156.7708925,90,2,0,1
251,5,46,156.7708925,90,2,0,1
251,5,46,156.7708925,85,2,0,1
251,5,46,160.2566747,92,2,0,1
251,5,46,160.2566747,82,2,0,1
251,5,46,160.2566747,85,2,0,1
251,5,46,160.2566747,90,2,0,1
251,5,46,160.2566747,88,2,0,1
251,5,46,160.2566747,87,2,0,1
251,5,46,160.2566747,90,2,0,1
251,5,46,160.2566747,90,2,0,1
251,5,46,160.2566747,85,2,0,1
251,5,46,160.2566747,92,2,0,1
251,5,46,160.2566747,82,2,0,1
251,5,46,160.2566747,85,2,0,1
251,5,46,160.2566747,90,2,0,1
251,5,46,160.2566747,88,2,0,1
251,5,46,160.2566747,87,2,0,1
251,5,46,160.2566747,90,2,0,1
251,5,46,160.2566747,90,2,0,1
251,5,46,160.2566747,85,2,0,1
251,5,46,160.2566747,82,2,0,1
251,5,46,160.2566747,85,2,0,1
251,5,46,160.2566747,90,2,0,1
251,5,46,160.2566747,88,2,0,1
251,5,46,160.2566747,87,2,0,1
251,5,46,160.2566747,90,2,0,1
251,5,46,160.2566747,90,2,0,1
251,5,46,160.2566747,85,2,0,1
251,5,46,160.2566747,92,2,0,1
251,5,46,160.2566747,82,2,0,1
251,5,46,160.2566747,85,2,0,1
251,5,46,160.2566747,90,2,0,1
251,5,46,160.2566747,88,2,0,1
251,5,46,160.2566747,87,2,0,1
251,5,46,160.2566747,90,2,0,1
251,5,46,160.2566747,90,2,0,1
251,5,46,160.2566747,85,2,0,1
251,5,46,160.2566747,82,2,0,1
251,5,46,160.2566747,85,2,0,1
251,5,46,160.2566747,90,2,0,1
251,5,46,160.2566747,88,2,0,1
251,5,46,160.2566747,87,2,0,1
251,5,46,160.2566747,90,2,0,1
251,5,46,160.2566747,90,2,0,1
251,5,46,160.2566747,85,2,0,1
251,5,46,160.2566747,92,2,0,1
251,5,46,160.2566747,82,2,0,1
251,5,46,160.2566747,85,2,0,1
251,5,46,160.2566747,90,2,0,1
251,5,46,160.2566747,87,2,0,1
251,5,46,160.2566747,90,2,0,1
251,5,46,160.2566747,90,2,0,1
251,5,46,160.2566747,85,2,0,1
251,5,46,160.2566747,92,2,0,1
251,5,46,160.2566747,82,2,0,1
251,5,46,160.2566747,85,2,0,1
251,5,46,160.2566747,90,2,0,1
251,5,46,160.2566747,88,2,0,1
251,5,46,160.2566747,87,2,0,1
251,5,46,160.2566747,90,2,0,1
251,5,46,160.2566747,90,2,0,1
251,5,46,160.2566747,85,2,0,1
251,5,46,160.2566747,92,2,0,1
251,5,46,160.2566747,82,2,0,1
251,5,46,160.2566747,85,2,0,1
251,5,46,160.2566747,90,2,0,1
251,5,46,160.2566747,88,2,0,1
251,5,46,160.2566747,87,2,0,1
251,5,46,160.2566747,90,2,0,1
251,5,46,160.2566747,90,2,0,1
251,5,46,160.2566747,85,2,0,1
251,5,46,160.2566747,92,2,0,1
251,5,46,160.2566747,82,2,0,1
251,5,46,160.2566747,85,2,0,1
251,5,46,160.2566747,90,2,0,1
251,5,46,160.2566747,88,2,0,1
251,5,46,160.2566747,87,2,0,1
251,5,46,160.2566747,90,2,0,1
251,5,46,160.2566747,90,2,0,1
251,5,46,160.2566747,85,2,0,1
251,5,46,160.2566747,92,2,0,1
251,5,46,160.2566747,82,2,0,1
251,5,46,160.2566747,85,2,0,1
251,5,46,160.2566747,90,2,0,1
251,5,46,160.2566747,88,2,0,1
251,5,46,160.2566747,90,2,0,1
251,5,46,160.2566747,90,2,0,1
251,5,46,160.2566747,85,2,0,1
251,5,46,160.2566747,92,2,0,1
251,5,46,160.2566747,82,2,0,1
251,5,46,160.2566747,85,2,0,1
251,5,46,160.2566747,90,2,0,1
251,5,46,160.2566747,88,2,0,1
251,5,46,160.2566747,87,2,0,1
251,5,46,160.2566747,90,2,0,1
251,5,46,160.2566747,85,2,0,1
251,5,46,160.2566747,92,2,0,1
